merchant_id,region,category,onboarding_start_date,ab_group,kyc_submitted,kyc_approved,catalog_uploaded,logistics_configured,activated_30d,gmv_30d,support_tickets_raised
MERCH_100084,US_East,Collectibles,2026-06-12,Control_v1.0,1,0,0,0,0,0.0,0
MERCH_100085,US_East,Beauty_Personal_Care,2026-05-18,Variant_v2.0,1,1,1,0,0,0.0,2
MERCH_100086,US_Central,Home_Improvement,2026-02-12,Variant_v2.0,1,0,0,0,0,0.0,2
MERCH_100087,US_East,Electronics,2026-01-20,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_100088,US_South,Collectibles,2026-05-25,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_100089,US_East,Home_Improvement,2026-02-08,Variant_v2.0,1,1,1,1,1,3548.13,1
MERCH_100090,US_West,Home_Improvement,2026-02-19,Control_v1.0,1,0,0,0,0,0.0,3
MERCH_100091,US_Central,Electronics,2026-04-02,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_100092,US_Central,Home_Improvement,2026-03-14,Control_v1.0,1,0,0,0,0,0.0,1
MERCH_100093,US_East,Home_Improvement,2026-06-25,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_100094,US_Central,Apparel,2026-06-10,Variant_v2.0,1,1,1,1,0,0.0,3
MERCH_100095,US_East,Electronics,2026-02-04,Control_v1.0,1,0,0,0,0,0.0,0
MERCH_100096,US_East,Apparel,2026-05-30,Variant_v2.0,1,1,1,0,0,0.0,0
MERCH_100097,US_East,Home_Improvement,2026-05-31,Control_v1.0,1,1,1,0,0,0.0,2
MERCH_100098,US_West,Apparel,2026-02-15,Control_v1.0,1,0,0,0,0,0.0,3
MERCH_100099,US_West,Collectibles,2026-03-30,Control_v1.0,1,1,0,0,0,0.0,0
MERCH_100100,US_West,Beauty_Personal_Care,2026-04-29,Variant_v2.0,1,1,0,0,0,0.0,0
MERCH_100101,US_East,Apparel,2026-01-07,Variant_v2.0,1,1,1,0,0,0.0,2
MERCH_100102,US_East,Collectibles,2026-01-15,Variant_v2.0,1,1,1,1,1,248.69,1
MERCH_100103,US_East,Apparel,2026-04-03,Control_v1.0,1,0,0,0,0,0.0,1
MERCH_100104,US_South,Beauty_Personal_Care,2026-06-14,Control_v1.0,1,1,1,1,0,0.0,2
MERCH_100105,US_West,Home_Improvement,2026-03-15,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_100106,US_East,Apparel,2026-03-01,Control_v1.0,1,0,0,0,0,0.0,4
MERCH_100107,US_Central,Beauty_Personal_Care,2026-06-27,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_100108,US_West,Electronics,2026-04-19,Variant_v2.0,0,0,0,0,0,0.0,2
MERCH_100109,US_West,Collectibles,2026-01-13,Variant_v2.0,0,0,0,0,0,0.0,2
MERCH_100110,US_West,Apparel,2026-05-27,Variant_v2.0,1,1,1,0,0,0.0,0
MERCH_100111,US_West,Apparel,2026-02-18,Variant_v2.0,1,1,0,0,0,0.0,2
MERCH_100112,US_South,Beauty_Personal_Care,2026-01-23,Variant_v2.0,1,1,0,0,0,0.0,0
MERCH_100113,US_South,Beauty_Personal_Care,2026-02-24,Variant_v2.0,0,0,0,0,0,0.0,4
MERCH_100114,US_East,Beauty_Personal_Care,2026-05-23,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_100115,US_South,Apparel,2026-01-10,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_100116,US_South,Beauty_Personal_Care,2026-04-26,Control_v1.0,1,1,1,0,0,0.0,0
MERCH_100117,US_West,Home_Improvement,2026-04-14,Variant_v2.0,1,1,0,0,0,0.0,2
MERCH_100118,US_South,Apparel,2026-03-04,Variant_v2.0,1,1,1,0,0,0.0,2
MERCH_100119,US_East,Apparel,2026-02-15,Variant_v2.0,1,1,1,0,0,0.0,0
MERCH_100120,US_South,Electronics,2026-06-10,Control_v1.0,1,0,0,0,0,0.0,1
MERCH_100121,US_South,Apparel,2026-02-25,Variant_v2.0,0,0,0,0,0,0.0,1
MERCH_100122,US_East,Electronics,2026-04-19,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_100123,US_West,Apparel,2026-01-18,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_100124,US_West,Beauty_Personal_Care,2026-03-09,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_100125,US_East,Beauty_Personal_Care,2026-02-28,Control_v1.0,1,1,1,1,1,383.9,3
MERCH_100126,US_South,Apparel,2026-05-12,Control_v1.0,1,1,1,1,1,1686.8,0
MERCH_100127,US_South,Home_Improvement,2026-05-23,Control_v1.0,1,1,0,0,0,0.0,2
MERCH_100128,US_West,Collectibles,2026-06-08,Control_v1.0,1,1,1,1,1,416.76,1
MERCH_100129,US_East,Beauty_Personal_Care,2026-01-02,Control_v1.0,1,1,1,1,1,1007.62,0
MERCH_100130,US_East,Beauty_Personal_Care,2026-03-03,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_100131,US_West,Apparel,2026-06-10,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_100132,US_West,Electronics,2026-06-23,Variant_v2.0,1,1,1,1,0,0.0,2
MERCH_100133,US_East,Beauty_Personal_Care,2026-06-27,Variant_v2.0,1,1,1,0,0,0.0,0
MERCH_100134,US_South,Apparel,2026-05-28,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_100135,US_East,Apparel,2026-03-06,Control_v1.0,1,1,1,0,0,0.0,0
MERCH_100136,US_East,Apparel,2026-03-25,Control_v1.0,1,1,1,0,0,0.0,3
MERCH_100137,US_Central,Apparel,2026-01-24,Variant_v2.0,1,1,0,0,0,0.0,1
MERCH_100138,US_East,Electronics,2026-05-22,Control_v1.0,0,0,0,0,0,0.0,0
MERCH_100139,US_South,Collectibles,2026-02-18,Variant_v2.0,1,1,0,0,0,0.0,0
MERCH_100140,US_South,Home_Improvement,2026-04-11,Control_v1.0,1,1,1,1,1,2153.43,0
MERCH_100141,US_West,Beauty_Personal_Care,2026-06-18,Control_v1.0,1,1,1,1,1,489.52,3
MERCH_100142,US_East,Beauty_Personal_Care,2026-06-06,Variant_v2.0,1,1,1,1,1,1003.32,1
MERCH_100143,US_East,Beauty_Personal_Care,2026-05-29,Control_v1.0,1,1,1,1,1,776.84,2
MERCH_100144,US_West,Electronics,2026-02-01,Variant_v2.0,1,1,0,0,0,0.0,3
MERCH_100145,US_West,Beauty_Personal_Care,2026-05-08,Variant_v2.0,1,1,1,0,0,0.0,2
MERCH_100146,US_East,Apparel,2026-02-22,Control_v1.0,1,1,1,1,1,171.55,0
MERCH_100147,US_East,Electronics,2026-03-28,Control_v1.0,1,1,1,1,0,0.0,1
MERCH_100148,US_West,Beauty_Personal_Care,2026-03-04,Control_v1.0,1,1,1,1,1,4051.77,0
MERCH_100149,US_West,Apparel,2026-05-31,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_100150,US_South,Apparel,2026-03-22,Control_v1.0,0,0,0,0,0,0.0,2
MERCH_100151,US_West,Apparel,2026-02-03,Variant_v2.0,1,1,1,1,1,5938.24,3
MERCH_100152,US_West,Beauty_Personal_Care,2026-06-14,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_100153,US_East,Beauty_Personal_Care,2026-05-13,Variant_v2.0,1,1,0,0,0,0.0,1
MERCH_100154,US_South,Apparel,2026-02-11,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_100155,US_West,Apparel,2026-03-13,Control_v1.0,0,0,0,0,0,0.0,2
MERCH_100156,US_Central,Apparel,2026-03-29,Control_v1.0,1,0,0,0,0,0.0,0
MERCH_100157,US_Central,Collectibles,2026-06-02,Control_v1.0,0,0,0,0,0,0.0,4
MERCH_100158,US_West,Apparel,2026-02-15,Variant_v2.0,1,0,0,0,0,0.0,2
MERCH_100159,US_Central,Apparel,2026-01-27,Variant_v2.0,1,0,0,0,0,0.0,1
MERCH_100160,US_East,Electronics,2026-04-06,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_100161,US_East,Apparel,2026-05-15,Variant_v2.0,0,0,0,0,0,0.0,2
MERCH_100162,US_East,Beauty_Personal_Care,2026-01-12,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_100163,US_East,Apparel,2026-04-22,Variant_v2.0,1,1,1,1,1,73.71,2
MERCH_100164,US_West,Collectibles,2026-05-15,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_100165,US_South,Collectibles,2026-04-19,Variant_v2.0,1,1,1,1,1,438.13,0
MERCH_100166,US_East,Electronics,2026-06-22,Variant_v2.0,1,1,0,0,0,0.0,2
MERCH_100167,US_West,Electronics,2026-05-16,Control_v1.0,1,1,1,1,1,4411.18,0
MERCH_100168,US_West,Beauty_Personal_Care,2026-05-12,Control_v1.0,0,0,0,0,0,0.0,0
MERCH_100169,US_East,Collectibles,2026-06-05,Control_v1.0,1,1,1,0,0,0.0,0
MERCH_100170,US_Central,Beauty_Personal_Care,2026-02-15,Variant_v2.0,1,1,1,1,1,1050.13,0
MERCH_100171,US_West,Apparel,2026-04-22,Control_v1.0,1,0,0,0,0,0.0,1
MERCH_100172,US_East,Apparel,2026-02-09,Control_v1.0,1,1,1,1,1,439.08,0
MERCH_100173,US_West,Apparel,2026-02-03,Variant_v2.0,1,1,1,0,0,0.0,1
MERCH_100174,US_East,Beauty_Personal_Care,2026-04-26,Control_v1.0,1,1,0,0,0,0.0,4
MERCH_100175,US_West,Apparel,2026-01-27,Control_v1.0,1,1,1,1,1,3140.75,0
MERCH_100176,US_Central,Electronics,2026-06-03,Control_v1.0,1,1,1,1,1,571.55,1
MERCH_100177,US_East,Beauty_Personal_Care,2026-05-19,Variant_v2.0,1,1,1,0,0,0.0,1
MERCH_100178,US_South,Home_Improvement,2026-01-01,Variant_v2.0,1,1,1,1,0,0.0,3
MERCH_100179,US_West,Beauty_Personal_Care,2026-05-29,Variant_v2.0,0,0,0,0,0,0.0,1
MERCH_100180,US_East,Electronics,2026-02-01,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_100181,US_West,Beauty_Personal_Care,2026-03-09,Control_v1.0,1,1,1,1,1,3757.8,1
MERCH_100182,US_South,Home_Improvement,2026-05-10,Variant_v2.0,1,1,1,0,0,0.0,2
MERCH_100183,US_South,Apparel,2026-03-25,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_100184,US_West,Apparel,2026-02-23,Control_v1.0,1,1,1,1,0,0.0,3
MERCH_100185,US_Central,Electronics,2026-05-17,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_100186,US_South,Home_Improvement,2026-05-18,Control_v1.0,1,1,0,0,0,0.0,2
MERCH_100187,US_East,Beauty_Personal_Care,2026-03-14,Variant_v2.0,1,1,1,0,0,0.0,0
MERCH_100188,US_East,Beauty_Personal_Care,2026-01-03,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_100189,US_West,Apparel,2026-01-31,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_100190,US_West,Apparel,2026-04-09,Control_v1.0,1,1,1,1,0,0.0,2
MERCH_100191,US_South,Collectibles,2026-05-12,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_100192,US_South,Apparel,2026-05-15,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_100193,US_East,Electronics,2026-01-16,Variant_v2.0,1,1,1,1,1,618.56,1
MERCH_100194,US_East,Home_Improvement,2026-01-16,Variant_v2.0,1,1,1,1,1,4875.13,0
MERCH_100195,US_East,Apparel,2026-04-02,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_100196,US_Central,Apparel,2026-04-13,Control_v1.0,0,0,0,0,0,0.0,0
MERCH_100197,US_South,Apparel,2026-04-24,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_100198,US_South,Electronics,2026-01-13,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_100199,US_Central,Apparel,2026-06-22,Control_v1.0,1,1,1,0,0,0.0,1
MERCH_100200,US_East,Apparel,2026-06-01,Control_v1.0,1,1,1,1,0,0.0,2
MERCH_100201,US_West,Apparel,2026-03-27,Variant_v2.0,1,1,1,0,0,0.0,0
MERCH_100202,US_West,Apparel,2026-05-06,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_100203,US_South,Apparel,2026-01-05,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_100204,US_East,Apparel,2026-05-01,Control_v1.0,1,0,0,0,0,0.0,3
MERCH_100205,US_West,Apparel,2026-04-08,Control_v1.0,1,1,1,0,0,0.0,1
MERCH_100206,US_West,Electronics,2026-04-14,Control_v1.0,1,1,0,0,0,0.0,1
MERCH_100207,US_Central,Apparel,2026-06-09,Control_v1.0,1,1,1,0,0,0.0,3
MERCH_100208,US_West,Electronics,2026-03-29,Control_v1.0,0,0,0,0,0,0.0,1
MERCH_100209,US_West,Beauty_Personal_Care,2026-04-11,Control_v1.0,1,1,1,1,1,802.37,0
MERCH_100210,US_East,Home_Improvement,2026-05-16,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_100211,US_Central,Apparel,2026-06-24,Variant_v2.0,1,1,1,1,1,444.34,1
MERCH_100212,US_Central,Apparel,2026-03-14,Control_v1.0,0,0,0,0,0,0.0,0
MERCH_100213,US_West,Home_Improvement,2026-05-10,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_100214,US_Central,Home_Improvement,2026-03-06,Variant_v2.0,1,1,1,1,1,398.81,1
MERCH_100215,US_West,Apparel,2026-04-27,Variant_v2.0,1,1,1,1,0,0.0,2
MERCH_100216,US_East,Apparel,2026-06-19,Variant_v2.0,1,0,0,0,0,0.0,4
MERCH_100217,US_Central,Home_Improvement,2026-01-20,Control_v1.0,1,1,1,0,0,0.0,2
MERCH_100218,US_East,Apparel,2026-05-19,Variant_v2.0,1,0,0,0,0,0.0,2
MERCH_100219,US_South,Home_Improvement,2026-04-19,Variant_v2.0,1,1,0,0,0,0.0,0
MERCH_100220,US_Central,Collectibles,2026-01-02,Variant_v2.0,1,1,1,0,0,0.0,1
MERCH_100221,US_East,Apparel,2026-04-07,Variant_v2.0,1,0,0,0,0,0.0,1
MERCH_100222,US_West,Home_Improvement,2026-03-27,Control_v1.0,1,1,0,0,0,0.0,2
MERCH_100223,US_East,Beauty_Personal_Care,2026-04-02,Control_v1.0,1,1,1,0,0,0.0,0
MERCH_100224,US_West,Home_Improvement,2026-06-08,Control_v1.0,1,0,0,0,0,0.0,1
MERCH_100225,US_West,Beauty_Personal_Care,2026-01-10,Variant_v2.0,1,1,1,0,0,0.0,1
MERCH_100226,US_South,Apparel,2026-03-27,Variant_v2.0,1,0,0,0,0,0.0,1
MERCH_100227,US_East,Electronics,2026-02-28,Variant_v2.0,1,1,1,1,1,539.7,0
MERCH_100228,US_South,Apparel,2026-04-17,Control_v1.0,1,1,1,0,0,0.0,1
MERCH_100229,US_East,Collectibles,2026-04-24,Variant_v2.0,1,1,1,1,1,1071.53,2
MERCH_100230,US_Central,Beauty_Personal_Care,2026-05-15,Variant_v2.0,1,1,1,0,0,0.0,1
MERCH_100231,US_East,Apparel,2026-02-06,Control_v1.0,1,1,1,1,1,92.81,1
MERCH_100232,US_East,Apparel,2026-01-13,Variant_v2.0,1,1,1,1,1,1056.16,1
MERCH_100233,US_East,Home_Improvement,2026-04-28,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_100234,US_West,Apparel,2026-06-03,Control_v1.0,1,1,0,0,0,0.0,0
MERCH_100235,US_Central,Home_Improvement,2026-01-03,Variant_v2.0,1,1,1,1,0,0.0,3
MERCH_100236,US_West,Apparel,2026-02-08,Variant_v2.0,1,1,1,1,1,138.6,1
MERCH_100237,US_West,Beauty_Personal_Care,2026-05-18,Variant_v2.0,1,0,0,0,0,0.0,1
MERCH_100238,US_East,Home_Improvement,2026-06-14,Control_v1.0,1,1,1,1,1,285.59,1
MERCH_100239,US_West,Apparel,2026-01-23,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_100240,US_South,Apparel,2026-01-20,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_100241,US_South,Collectibles,2026-02-03,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_100242,US_South,Beauty_Personal_Care,2026-01-04,Control_v1.0,1,1,0,0,0,0.0,0
MERCH_100243,US_East,Electronics,2026-06-09,Variant_v2.0,1,1,1,0,0,0.0,0
MERCH_100244,US_West,Home_Improvement,2026-04-19,Variant_v2.0,0,0,0,0,0,0.0,0
MERCH_100245,US_South,Beauty_Personal_Care,2026-06-19,Control_v1.0,1,1,1,0,0,0.0,1
MERCH_100246,US_East,Home_Improvement,2026-05-26,Variant_v2.0,1,1,1,1,1,1402.29,2
MERCH_100247,US_South,Electronics,2026-02-21,Variant_v2.0,1,1,1,1,0,0.0,1
MERCH_100248,US_South,Electronics,2026-05-09,Control_v1.0,1,1,1,1,1,99.76,0
MERCH_100249,US_South,Apparel,2026-03-28,Control_v1.0,1,0,0,0,0,0.0,1
MERCH_100250,US_West,Collectibles,2026-04-18,Variant_v2.0,1,1,1,1,0,0.0,2
MERCH_100251,US_East,Home_Improvement,2026-05-12,Control_v1.0,1,1,1,0,0,0.0,2
MERCH_100252,US_South,Apparel,2026-06-23,Control_v1.0,1,1,1,0,0,0.0,2
MERCH_100253,US_East,Beauty_Personal_Care,2026-06-08,Variant_v2.0,1,1,1,1,0,0.0,2
MERCH_100254,US_West,Beauty_Personal_Care,2026-03-07,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_100255,US_East,Electronics,2026-06-27,Control_v1.0,1,0,0,0,0,0.0,2
MERCH_100256,US_South,Collectibles,2026-03-21,Variant_v2.0,1,0,0,0,0,0.0,0
MERCH_100257,US_Central,Apparel,2026-04-15,Variant_v2.0,1,1,1,1,0,0.0,0
MERCH_100258,US_East,Collectibles,2026-05-29,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_100259,US_West,Apparel,2026-04-30,Variant_v2.0,1,1,1,1,1,3769.95,0
MERCH_100260,US_East,Beauty_Personal_Care,2026-05-29,Control_v1.0,1,1,1,1,0,0.0,0
MERCH_100261,US_South,Beauty_Personal_Care,2026-02-21,Control_v1.0,1,1,1,1,0,0.0,3
MERCH_100262,US_West,Apparel,2026-02-05,Variant_v2.0,1,1,1,0,0,0.0,1
MERCH_100263,US_East,Beauty_Personal_Care,2026-03-12,Control_v1.0,1,1,1,1,0,0.0,3
MERCH_100264,US_South,Home_Improvement,2026-05-23,Control_v1.0,1,1,1,0,0,0.0,2
MERCH_100265,US_Central,Apparel,2026-04-11,Control_v1.0,1,1,1,1,0,0.0,3
MERCH_100266,US_Central,Apparel,2026-03-14,Variant_v2.0,1,1,1,1,1,817.12,1
MERCH_100267,US_Central,Electronics,2026-05-09,Control_v1.0,1,1,1,1,1,750.46,4
MERCH_100268,US_East,Home_Improvement,2026-01-16,Control_v1.0,1,1,1,0,0,0.0,0
MERCH_100269,US_West,Collectibles,2026-05-18,Variant_v2.0,1,1,0,0,0,0.0,0
MERCH_100270,US_South,Apparel,2026-02-08,Variant_v2.0,1,0,0,0,0,0.0,2
MERCH_100271,US_South,Collectibles,2026-01-11,Control_v1.0,1,1,1,1,0,0.0,1
